code,name,현재가,매수가격,적정가격,매도가격,매수가격예상수익률(%),적정가격예상수익률(%),매도가격예상수익률(%),ROE(%),ROE기준,배당수익률(%),배당성향(%),CF위험(회),CF이익비율-3,CF이익비율-2,CF이익비율-1,CF이익비율0,업종,주요제품
004650,창해에탄올,13500,14804,15758,19119,9.66,16.73,41.62,11.2,2019/12,4.78,25.77,0,2.13,0.87,2.82,0.79,알코올음료 제조업,"주정(발효주정, 정제주정) 등"
096240,청담러닝,21100,11883,14200,22360,-43.68,-32.7,5.97,20.14,2022/12(E),5.33,96.43,0,1.53,1.71,2.08,1.44,일반 교습 학원,청담어학원
900310,컬러레이,2615,3747,4361,6524,43.31,66.79,149.49,17.65,2020/12(E),NaN,0.0,1,0.97,0.92,0.97,-0.19,기타 금융업,화장품용 진주광택안료
263700,케어랩스,8690,3481,3381,3028,-59.94,-61.09,-65.15,6.64,2020/12(E),NaN,0.0,0,0.46,0.71,1.25,1.35,소프트웨어 개발 및 공급업,"헬스케어 미디어플랫폼, 헬스케어 디지털마케팅, 헬스케어 솔루션"
272110,케이엔제이,11900,6436,8101,13965,-45.91,-31.92,17.35,26.22,2019/12,NaN,0.0,2,0.84,-9.0,1.0,-10.86,특수 목적용 기계 제조업,"Edge Grinder, CVD-SiC Ring"
083550,케이엠,13800,7952,7810,7311,-42.38,-43.4,-47.02,7.12,2019/12,0.66,7.84,0,1.13,0.42,1.08,0.73,기타 섬유제품 제조업,클린룸용Wiper
225430,케이엠제약,3230,202,-497,-2960,-93.74,-115.39,-191.63,-20.74,2019/12,NaN,-0.0,0,0.64,0.75,0.47,NaN,기타 화학제품 제조업,금융지원 서비스
064820,케이프,5020,4510,4139,2833,-10.16,-17.55,-43.57,4.49,2019/12,NaN,0.0,3,-5.02,-31.05,15.13,-62.12,선박 및 보트 건조업,선박엔진용실린더라이너
089010,켐트로닉스,18600,8718,10396,16306,-53.13,-44.11,-12.33,19.93,2021/12(E),1.66,27.05,0,-1.26,0.13,2.07,0.36,기타 화학제품 제조업,"Touch IC 및 PBA, TG, EMC"
220260,켐트로스,5820,1627,1580,1412,-72.04,-72.86,-75.73,6.62,2019/12,NaN,0.0,0,0.76,1.21,1.73,NaN,기타 화학제품 제조업,기타 화학제품 제조업
046070,코다코,1280,-621,-1655,-5297,-148.55,-229.32,-513.81,-55.81,2019/12,NaN,-0.0,1,-0.68,0.0,-1.02,0.14,자동차 신품 부품 제조업,"Oil Pump, Throttle Body"
123410,코리아에프티,3040,3918,3637,2647,28.9,19.65,-12.93,4.89,2019/12,2.04,29.13,0,26.5,3.22,3.24,1.0,자동차 신품 부품 제조업,"캐니스터,플라스틱필러넥,의장부품"
009730,코센,905,-1323,-2401,-6197,-246.17,-365.28,-784.79,-447.99,2019/12,NaN,-0.0,1,-2.1,10.67,1.27,-0.58,1차 철강 제조업,"스테인리스파이프, 선박용배관제작"
023160,태광,7000,13869,12055,5666,98.12,72.21,-19.06,2.76,2022/12(E),0.98,24.51,1,3.8,1.4,-3.49,66.67,1차 철강 제조업,"각종 배관자재, 관이음쇠류 제조 및 판매,발전기부품 및 판매업,반도체장비 제조업 및 무역도매"
130740,티피씨글로벌,2675,4206,3292,72,57.23,23.06,-97.32,0.1,2019/12,0.81,-9.22,0,2.08,1.27,12.8,-12.5,자동차 신품 부품 제조업,"정밀인발강관, 정밀강관, Water pipe, Filler Neck 등"
140860,파크시스템스,66500,12044,16097,30370,-81.89,-75.79,-54.33,36.17,2021/12(E),0.3,9.4,1,0.45,0.68,0.2,-0.09,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",연구용 및 산업용 원자현미경
091700,파트론,10200,7977,9065,12897,-21.79,-11.13,26.45,15.66,2022/12(E),2.65,31.08,0,2.35,2.99,0.79,0.29,전자부품 제조업,이동통신안테나및유전체필터류등
222110,팬젠,9750,-83,-1582,-6861,-100.86,-116.23,-170.37,-28.51,2019/12,NaN,-0.0,0,0.18,1.87,0.46,NaN,의약품 제조업,"바이오시밀러 의약품 개발, 바이오의약품 개발 기술이전 서비스 등"
009520,포스코엠텍,4645,2506,2765,3679,-46.05,-40.46,-20.79,13.5,2019/12,1.67,31.5,0,0.76,0.52,0.61,NaN,1차 철강 제조업,철강포장용역 및 Al탈산제 생산
256630,포인트엔지니어링,2970,1338,1460,1892,-54.95,-50.83,-36.31,12.76,2019/12,0.98,95.24,0,1.43,1.17,1.66,1.4,기타 금속 가공제품 제조업,디스플레이 및 반도체 장비 부품
141020,포티스,108,-416,-887,-2547,-485.16,-921.54,-2458.52,-96.01,2019/12,NaN,-0.0,1,-5.35,3.64,0.49,246.0,무점포 소매업,셋톱박스
237750,피앤씨테크,6370,8387,7796,5711,31.67,22.38,-10.34,4.94,2019/12,NaN,0.0,1,0.96,-0.56,1.96,NaN,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",배전자동화단말장치
131390,피앤이솔루션,21000,7293,8794,14082,-65.27,-58.12,-32.94,21.08,2022/12(E),NaN,0.0,1,0.23,0.67,-0.93,3.48,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","2차전지 공정용 장비, 산업용 정류기"
057880,필로시스헬스케어,2890,-732,-1515,-4276,-125.31,-152.43,-247.95,-109.36,2019/12,NaN,-0.0,0,1.22,1.78,2.08,0.85,"섬유, 의복, 신발 및 가죽제품 소매업",셋톱박스(디지털위성방송수신기)
106190,하이텍팜,12900,10391,7744,-1579,-19.45,-39.97,-112.24,-0.9,2019/12,0.44,-8.4,0,1.67,2.57,-0.56,NaN,기타 전문 도매업,주사제용 무균 원료의약품(Sterile Imipenem 외)
004590,한국가구,4515,6655,6456,5754,47.4,42.98,27.43,6.59,2019/12,2.75,28.4,0,0.56,0.76,0.41,0.8,생활용품 도매업,소파
101680,한국정밀기계,1685,4807,3339,-1832,185.3,98.16,-208.75,-2.15,2019/12,NaN,-0.0,0,-0.37,0.16,2.29,NaN,특수 목적용 기계 제조업,"금속절삭가공기계(수치제어식 수평보링머신,오면가공기,수직선반,플로우보링머신),산업기계(전용기,공작기계부품) 제조,판매"
047080,한빛소프트,3695,341,145,-545,-90.77,-96.08,-114.75,-7.19,2019/12,NaN,0.0,0,1.8,2.33,11.0,1.86,소프트웨어 개발 및 공급업,"게임(스타크래프트 등), 교육, 솔루션"
226440,한송네오텍,2265,356,321,197,-84.3,-85.85,-91.32,3.87,2019/12,NaN,0.0,1,1.05,0.56,-1.12,NaN,특수 목적용 기계 제조업,OLED FMM 인장기
052260,현대바이오랜드,25350,10564,10702,11189,-58.33,-57.78,-55.86,8.55,2019/12,1.66,48.41,0,0.88,0.93,0.79,0.68,기타 화학제품 제조업,"천연물질 추출물, 미생물 배양제품"
039010,현대통신,7240,10984,12139,16206,51.71,67.66,123.83,13.6,2019/12,3.74,24.27,0,0.82,1.36,0.4,NaN,통신 및 방송 장비 제조업,홈오토메이션 제조
050090,휘닉스소재,825,186,66,-355,-77.45,-91.95,-143.02,-8.16,2019/12,NaN,-0.0,0,2.86,-0.88,inf,0.08,전자부품 제조업,"Metal Paste, Solder Ball"
090710,휴림로봇,2220,-139,-501,-1775,-106.26,-122.56,-179.97,-41.17,2019/12,NaN,-0.0,0,1.23,1.05,-0.33,1.92,특수 목적용 기계 제조업,제조업용로봇및서비스로봇
229500,노브메타파마,23200,-3941,-7217,-18756,-116.99,-131.11,-180.84,-360.29,2019/12,NaN,-0.0,0,0.89,0.76,0.97,0.82,자연과학 및 공학 연구개발업,대사질환 신약 개발 및 건강기능식픔
178600,대동고려삼,4470,4115,4255,4750,-7.95,-4.8,6.27,9.59,2020/06,0.0,0.0,1,0.13,1.29,0.16,-0.19,기타 식품 제조업,"인삼식품(홍삼진액, 홍삼정)"
302920,더콘텐츠온,13150,2941,3043,3401,-77.63,-76.86,-74.14,9.61,2019/12,NaN,0.0,1,0.94,0.29,-0.21,NaN,"영화, 비디오물, 방송프로그램 제작 및 배급업","영화제작, 투자, 배급 및 영화디지털배급"
206950,볼빅,4695,1339,-316,-6143,-71.48,-106.72,-230.85,-13.77,2019/12,NaN,-0.0,1,2.2,-0.13,1.39,NaN,운동 및 경기용구 제조업,골프공
232830,시큐센,6200,3,-106,-489,-99.96,-101.71,-107.89,-26.36,2019/12,NaN,-0.0,2,-0.33,-1.33,-0.67,NaN,소프트웨어 개발 및 공급업,"모바일보안 및 보안 SI서비스, 생체인식기반의 바이오인증"
086460,에스엔피제네틱스,7200,5741,4863,1770,-20.26,-32.46,-75.42,2.03,2019/12,NaN,-0.0,0,-0.33,0.0,1.0,NaN,자연과학 및 공학 연구개발업,유전체 분석 서비스
064850,에프앤가이드,9810,3198,3299,3656,-67.4,-66.37,-62.73,9.46,2019/12,2.0,26.72,0,1.36,1.11,1.54,NaN,금융 지원 서비스업,금융정보제공서비스(FnGuide.com)
140610,엔솔바이오사이언스,11950,-519,-1066,-2993,-104.34,-108.92,-125.05,-113.8,2019/12,NaN,-0.0,0,0.9,0.82,0.81,NaN,자연과학 및 공학 연구개발업,"퇴행성디스크 치료제, 골관절염 치료제, 동물용 골관절염 치료제"
240340,인터코스,999,-387,-1079,-3517,-138.75,-208.03,-452.03,-52.36,2019/12,NaN,-0.0,0,1.59,0.45,0.23,NaN,기타 화학제품 제조업,"스킨로션, 기능성제품류, 헤어제품류, 의약외품 등(화장품 ODM)"
233990,질경이,1330,-93,-384,-1409,-107.01,-128.89,-205.95,-38.07,2019/12,NaN,-0.0,0,0.32,0.11,-0.25,NaN,기타 화학제품 제조업,여성청결제 및 질염치료제 개발
215570,크로넥스,5690,-246,-902,-3212,-104.33,-115.86,-156.45,-40.75,2019/12,NaN,-0.0,0,0.33,1.17,0.38,NaN,자연과학 및 공학 연구개발업,CRO 및 생물종(미니피그)
217950,파마리서치바이오,11950,1655,725,-2547,-86.15,-93.93,-121.31,-6.99,2019/12,NaN,-0.0,0,0.74,0.92,5.25,NaN,의약품 제조업,"메디컬 에스테틱, 생물학적 제재"
202960,판도라티비,673,267,14,-879,-60.28,-97.95,-230.64,-11.54,2019/12,NaN,-0.0,0,1.0,1.53,2.29,NaN,소프트웨어 개발 및 공급업,"판도라TV, KM 플레이어"
001460,BYC,277500,497328,482507,430310,79.22,73.88,55.07,6.6,2019/12,0.47,3.33,0,1.37,2.31,0.8,1.2,봉제의복 제조업,"메리야스,란제리 제조,도매/건축공사/부동산 임대,분양,공급"
005830,DB손해보험,46500,82774,81832,78516,78.01,75.98,68.85,7.41,2022/12(E),2.87,28.12,1,-0.36,0.34,4.29,1.06,보험업,"자동차보험,화재보험,해상보험,특종보험,장기보험"
011200,HMM,13050,5098,6427,11105,-60.93,-50.75,-14.91,26.42,2022/12(E),NaN,-0.0,0,0.68,0.75,-1.33,1.94,해상 운송업,"정기,부정기,전용선,콘테이너선,자동차선,LNG선 해운"
000680,LS네트웍스,2250,2839,17,-9922,26.19,-99.23,-540.98,-11.94,2019/12,NaN,-0.0,0,6.68,2.37,1.04,-0.64,상품 종합 도매업,"혁화,의류,등산용품 도매,제조/부동산 임대"
006120,SK디스커버리,69500,102830,118128,172005,47.96,69.97,147.49,16.53,2019/12,2.68,7.91,2,-1.59,-1.58,1.25,1.11,기타 금융업,"화섬사(폴리에스테르원사(폴리에스터F,폴리에스터SF),폴리에스터직물,아세테이트),석유화학부문(TPA,DMT),섬유원료,직물,BOTTLE용CHIP,접착제,폴리우레탄 제조,"
000860,강남제비스코,18600,73717,68226,48885,296.33,266.81,162.82,4.78,2019/12,2.46,22.22,0,1.68,6.06,-5.6,8.87,기타 화학제품 제조업,"도료(페인트,락카,신나,에나멜,바니쉬),안료 제조,판매"
009450,경동나비엔,55500,29089,34340,52835,-47.59,-38.13,-4.8,18.95,2022/12(E),0.64,13.72,2,0.42,-0.36,1.75,-0.56,가정용 기기 제조업,"가정용기름보일러,입형,횡형 온수보일러,가스보일러,버너,흡수식 냉온수기,전기보일러,진공온수보일러,태양열보일러 제조,판매"
017040,광명전기,2100,2293,2322,2425,9.2,10.59,15.47,8.53,2019/12,0.66,8.11,2,3.0,-1.31,2.56,-1.06,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","수배전반,가스절연개폐장치,빌딩자동화시스템,중앙감시반,자동제어반 제조,도소매,무역"
339770,교촌에프앤비,23650,5492,7208,13254,-76.78,-69.52,-43.96,32.74,2020/12(E),NaN,0.0,0,1.03,0.87,1.11,0.72,음·식료품 및 담배 도매업,치킨 프랜차이즈
083420,그린케미칼,6130,4163,3895,2947,-32.08,-36.47,-51.92,5.17,2019/12,4.68,69.53,0,3.91,4.38,2.83,NaN,기타 화학제품 제조업,"비이온계면활성제 제조,도매"
011780,금호석유화학,141500,94290,106182,148065,-33.36,-24.96,4.64,14.96,2022/12(E),1.94,17.05,0,1.6,0.87,1.52,1.42,기초 화학물질 제조업,"합성고무 SBR(스티렌부타디엔러버),BR(폴리부타디엔러버),합성수지,BD,라텍스 제조,도소매"
214330,금호에이치티,2570,1314,1163,633,-48.88,-54.74,-75.39,3.31,2019/12,NaN,-0.0,0,1.6,0.14,1.76,-2.34,자동차 신품 부품 제조업,자동차용 전구 및 LED모듈
004540,깨끗한나라,4610,1849,36,-6352,-59.88,-99.22,-237.79,-11.82,2019/12,NaN,-0.0,0,0.11,0.77,5.0,1.51,"펄프, 종이 및 판지 제조업","펄프,판지원지,화장지 제조,수출입"
001260,남광토건,10400,5484,5560,5829,-47.27,-46.54,-43.95,8.59,2019/12,NaN,0.0,1,0.72,0.45,-0.38,9.84,토목 건설업,"토목공사,건축공사,기전공사,측량설계시공,용역/철구조물 제조"
000490,대동공업,6960,7404,6189,1911,6.38,-11.07,-72.55,1.68,2019/12,1.06,45.8,0,0.62,0.75,2.98,0.97,특수 목적용 기계 제조업,"경운기,트랙터,이앙기,바인더,수확기(콤바인),농업용엔진 및 부품 제조,판매"
117580,대성에너지,5470,10019,9172,6186,83.16,67.67,13.1,4.4,2019/12,4.77,52.74,0,2.41,3.14,1.96,1.61,연료용 가스 제조 및 배관공급업,천연가스
009320,대우부품,2940,454,214,-635,-84.55,-92.74,-121.59,-6.5,2019/12,NaN,-0.0,0,2.13,0.29,-2.4,NaN,자동차 신품 부품 제조업,"전해콘덴서,복합부품,전자튜너 제조"
042660,대우조선해양,26750,32050,29833,22022,19.81,11.52,-17.67,4.99,2022/12(E),NaN,-0.0,2,-1.39,0.71,8.68,-0.73,선박 및 보트 건조업,선박 제조
015230,대창단조,35950,12646,12586,12375,-64.82,-64.99,-65.58,7.71,2019/12,0.76,21.76,2,-0.02,-0.24,2.4,1.14,자동차 신품 부품 제조업,"자동차,중장비 부품(크랭크샤프트,트랙링크조립체,커넥팅로드,중장비롤러류),기어,동력전달장치,단조가공품,단조품 제조"
016090,대현,1865,4591,4661,4907,146.18,149.92,163.1,8.65,2019/12,4.01,26.6,1,-0.17,0.94,0.44,NaN,봉제의복 제조업,"여성의류 및 악세사리류 제조,도매,유통(백화점)"
002150,도화엔지니어링,7890,8115,8585,10240,2.86,8.81,29.79,10.84,2022/12(E),2.8,48.45,0,0.7,1.66,1.44,1.64,"건축기술, 엔지니어링 및 관련 기술 서비스업","토목설계,건축설계,종합감리전문업,종합기술용역,엔지니어링"
005190,동성화학,15900,26206,29397,40635,64.82,84.89,155.57,14.67,2020/12(E),3.3,24.08,0,0.95,1.5,1.21,1.41,기초 화학물질 제조업,"화합물,화학제품(폴리우레탄수지,접착제,표면처리제,특수도료,폴리올) 제조"
170900,동아에스티,88600,70709,66357,51028,-20.19,-25.11,-42.41,5.29,2021/12(E),0.84,11.91,0,2.14,1.27,0.99,0.74,의약품 제조업,"스티렌, 자이데나"
028100,동아지질,16050,18249,19293,22970,13.7,20.2,43.12,10.8,2019/12,1.04,12.08,0,1.88,2.05,0.7,7.74,기반조성 및 시설물 축조관련 전문공사업,"보링그라우팅공사,토공사,철근콘크리트공사,상하수도공사,비계구조물해체공사,수중공사/지질조사,시공감리"
163560,동일고무벨트,9990,12646,11494,7439,26.58,15.06,-25.53,4.16,2019/12,1.78,16.17,0,0.81,0.78,0.72,1.91,고무제품 제조업,"산업용고무제품, 종합고무부품"
004890,동일산업,68500,117178,95578,19500,71.06,39.53,-71.53,1.06,2019/12,1.3,48.48,0,1.03,0.14,-23.8,73.33,1차 철강 제조업,"봉강,합금철,철근,마봉강,냉간압조용선재,주조,지선,주강,다이아몬드공구 제조,도매"
002690,동일제강,2370,6882,5514,695,190.37,132.64,-70.68,0.63,2019/12,0.4,13.51,0,0.55,-1.33,7.7,NaN,1차 철강 제조업,"PC강연선, 경강선, 도금선, 마봉강"
016740,두올,3550,5126,5052,4795,44.38,42.32,35.06,7.28,2019/12,2.55,21.86,0,2.79,1.27,0.78,1.02,자동차 신품 부품 제조업,시트 커버 및 시트 원단
192650,드림텍,12700,4866,5850,9317,-61.68,-53.93,-26.64,20.76,2019/12,2.39,39.41,0,0.58,1.46,1.45,3.56,전자부품 제조업,"모바일 PBA, 지문인식 모듈, 전장 LED 모듈 등"
002270,롯데푸드,338500,574772,536916,403584,69.8,58.62,19.23,5.12,2022/12(E),2.91,36.2,0,1.37,1.43,0.96,2.18,낙농제품 및 식용빙과류 제조업,"빙과,유지,식품 제조"
012690,모나리자,5410,1476,1247,440,-72.72,-76.96,-91.87,1.96,2019/12,1.38,75.76,0,1.58,-0.8,2.79,NaN,기타 종이 및 판지 제품 제조업,"화장지,미용티슈 제조,도매"
009200,무림페이퍼,2400,8957,7775,3609,273.22,223.94,50.38,2.72,2019/12,2.01,-21.65,0,1.66,0.69,1.14,1.7,"펄프, 종이 및 판지 제조업","지류,아트지,백상지 제조"
025560,미래산업,3300,984,-1180,-8803,-70.18,-135.76,-366.75,-18.08,2019/12,NaN,-0.0,0,0.09,0.13,0.39,4.0,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","PCB마운터,반도체검사장비(반도체테스트핸들러),LCD 검사장비,리드프레임매가진 제조,도매,무역"
006800,미래에셋대우,9780,11193,11023,10425,14.45,12.71,6.59,7.24,2022/12(E),3.44,32.06,3,-6.6,-9.52,-4.64,6.04,금융 지원 서비스업,"유가증권매매,유가증권위탁매매,유가증권인수"
000890,보해양조,1010,145,-218,-1497,-85.63,-121.58,-248.17,-18.91,2019/12,NaN,-0.0,0,0.33,0.19,-0.43,4.67,알코올음료 제조업,"주류(소주,매취,실비우스,위스키) 제조,음료 도매"
001820,삼화콘덴서공업,57100,18943,22137,33384,-66.82,-61.23,-41.53,18.01,2022/12(E),0.48,8.77,0,0.94,0.75,0.7,0.99,전자부품 제조업,콘덴서(축전기) 제조
041650,상신브레이크,2800,6667,5723,2398,138.12,104.4,-14.37,2.4,2019/12,2.85,52.91,0,0.83,0.82,0.47,7.7,자동차 신품 부품 제조업,"자동차 브레이크 슈 어셈블리,브레이크패드 제조/군납업,무역/부동산 임대"
017390,서울도시가스,93200,169386,151768,89714,81.74,62.84,-3.74,3.69,2019/12,2.48,29.99,1,4.44,-35.56,20.13,3.52,연료용 가스 제조 및 배관공급업,"도시가스공급,가스공급설비공사"
011300,성안,385,340,-255,-2352,-11.72,-166.32,-710.81,-16.49,2019/12,NaN,-0.0,0,2.58,1.98,-0.18,-0.65,직물직조 및 직물제품 제조업,"제직,염색,폴리에스터직물,자수직물봉제 제조,판매/임대료,관리비 수입"
016590,신대양제지,56300,131162,151731,224173,132.97,169.5,298.18,17.12,2019/12,1.05,4.51,0,0.66,1.18,1.1,1.2,"골판지, 종이 상자 및 종이용기 제조업","골판지용 골심지,라이너지 제조,수출입"
004080,신흥,11750,7696,6590,2693,-34.5,-43.92,-77.08,2.33,2019/12,2.1,93.9,0,0.62,1.82,0.3,4.82,기계장비 및 관련 물품 도매업,"치과용기자재(방사선장치,전기진단장치),주사침 도소매,제조/부동산 임대"
015540,쎌마테라퓨틱스,5900,-5600,-10025,-25609,-194.92,-269.91,-534.06,-724.1,2019/12,NaN,-0.0,0,0.91,1.11,0.48,0.64,기타 사업지원 서비스업,상품권유통
020560,아시아나항공,5180,-1920,-6036,-20536,-137.06,-216.53,-496.45,-45.85,2022/12(E),NaN,-0.0,0,2.95,25.43,-1.26,0.76,항공 여객 운송업,"항공운송(여객운송,화물운송)/항공기 제조,정비수리"
012750,에스원,82300,38090,40462,48816,-53.72,-50.84,-40.69,11.08,2022/12(E),2.67,64.78,0,1.45,1.19,1.42,1.41,"경비, 경호 및 탐정업","부가통신 서비스(경비),안전관리용역,CCTV카메라"
003060,에이프로젠제약,1410,373,188,-461,-73.56,-86.65,-132.73,-5.92,2019/12,NaN,-0.0,0,5.93,-1.62,-0.35,-2.12,의약품 제조업,"의약품(항생제,영양수액제,드링크제,철결핍성빈혈예방치료제,경옥동충하초) 제조,판매"
006740,영풍제지,4610,5590,5745,6294,21.25,24.63,36.52,9.27,2019/12,1.28,9.57,0,1.18,1.44,0.66,0.62,"골판지, 종이 상자 및 종이용기 제조업","골판지원지,지관원지,라이나원지 제조"
004720,우리들제약,12300,3006,2399,260,-75.56,-80.5,-97.89,0.54,2019/12,NaN,0.0,0,0.3,0.84,2.08,2.64,의약품 제조업,의약품 외
010050,우리종금,533,513,583,828,-3.79,9.3,55.37,15.63,2019/12,NaN,0.0,3,-6.38,2.88,-9.6,-1.87,기타 금융업,"종합금융,주택할부금융,부동산"
010400,우진아이엔에스,7610,11642,9839,3487,52.98,29.28,-54.17,1.97,2019/12,2.98,89.61,2,-0.06,1.11,-4.33,-0.75,건물설비 설치 공사업,반도체/디스플레이 코팅덕트
095720,웅진씽크빅,2740,3986,3921,3692,45.48,43.11,34.76,7.19,2022/12(E),10.37,-26.12,0,1.75,1.13,2.38,4.38,초등 교육기관,"기타출판 제조/서적,교구,통신판매 도소매/부동산 임대/교구렌탈,컴퓨터운용관련서비스"
072130,유엔젤,4205,1539,633,-2558,-63.4,-84.95,-160.84,-7.4,2019/12,NaN,-0.0,0,2.0,1.03,3.22,-0.35,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업","소프트웨어(무선인터넷 솔루션,ASP통신사업자용 지능망솔루션 및 단문메세지센터) 개발,공급"
008730,율촌화학,18050,12842,12129,9617,-28.85,-32.8,-46.72,5.53,2019/12,3.57,68.12,0,1.55,1.16,1.53,2.15,플라스틱제품 제조업,"연포장재,필름,골판지상자,합성수지,플라스틱일반성형제품 제조"
000760,이화산업,14850,25120,16692,-12993,69.16,12.4,-187.49,-2.84,2019/12,NaN,-0.0,1,-3.62,0.2,-1.53,-0.75,기타 전문 도매업,"염료(반응성염료,분산염료,범용염료,직접염료,산성염료),염료화성품,합성수지,고무 도매,제조"
023810,인팩,5080,6485,4306,-3367,27.65,-15.24,-166.28,-2.85,2019/12,3.23,-19.45,0,0.33,1.06,-43.25,0.71,자동차 신품 부품 제조업,"자동차용 케이블,전자정보통신관련기기 제조,도매"
003200,일신방직,74100,242651,204609,70622,227.46,176.12,-4.69,1.91,2019/12,2.09,51.02,0,2.55,0.25,2.17,3.43,방적 및 가공사 제조업,"면사,P/C혼방사,P/C혼방직물,화섬사 제조,수출"
020760,일진디스플,4730,-1004,-3096,-10464,-121.22,-165.45,-321.23,-46.71,2020/12(E),NaN,-0.0,0,1.86,91.0,0.49,1.0,반도체 제조업,"박막액정표시장치(TFT-LCD) 패널,LT(리튬탄탈에이트)웨이퍼,분말야금제품(초고압용공구),보석다이아몬드 제조,판매/종합건설"
020150,일진머티리얼즈,45450,14491,16071,21639,-68.12,-64.64,-52.39,13.85,2022/12(E),0.12,4.92,0,1.24,1.77,1.03,0.79,전자부품 제조업,"인쇄회로기판(PCB)용 전해동박(ACF,UCF),에폭시용 동박,전해콘덴서용 알루미늄박 제조,판매"
089590,제주항공,16700,12000,14675,24097,-28.15,-12.13,44.3,22.63,2022/12(E),NaN,-0.0,0,1.43,1.2,-2.55,1.04,항공 여객 운송업,"여객운송서비스, 화물운송서비스"
185750,종근당,162000,48253,51831,64433,-70.21,-68.01,-60.23,11.75,2019/12,0.88,17.31,0,1.05,0.56,1.04,0.69,의약품 제조업,"딜라트렌,리피로우"
000650,천일고속,70200,38842,41218,49588,-44.67,-41.28,-29.36,11.02,2019/12,7.14,988.14,0,1.05,1.59,10.0,NaN,육상 여객 운송업,"고속버스운수(경부선,44개 노선),도로여객운수업,운수창고업,유류판매,부동산 임대"
033250,체시스,2440,296,-200,-1946,-87.89,-108.2,-179.74,-16.17,2020/06,NaN,-0.0,0,-32.0,-0.6,-0.72,-2.5,자동차 신품 부품 제조업,"자동차부품,뒷차축 제조"
006380,카프로,4260,-1253,-5667,-21213,-129.42,-233.03,-597.95,-36.47,2019/12,NaN,-0.0,0,2.02,0.56,-0.47,NaN,기초 화학물질 제조업,"카프로락탐,유안비료 제조"
033780,케이티앤지,86100,70282,75754,95029,-18.37,-12.02,10.37,11.96,2022/12(E),4.69,58.29,0,0.8,0.65,0.75,1.06,담배 제조업,"잎담배,제조담배,홍삼,홍삼제품 제조,판매"
006890,태경케미컬,14000,10432,10595,11169,-25.49,-24.32,-20.22,8.67,2019/12,2.86,17.71,0,3.5,1.53,27.67,1.35,기초 화학물질 제조업,"드라이아이스,액체탄산,고체탄산 제조"
003240,태광산업,833000,2657773,2509160,1985734,219.06,201.22,138.38,5.52,2019/12,0.15,1.27,0,1.44,1.08,1.27,2.36,화학섬유 제조업,"석유화학제품(PTA,AN),화섬사,직물 등"
103140,풍산,27200,46807,44927,38302,72.09,65.17,40.82,6.16,2022/12(E),1.68,63.59,0,0.57,0.76,4.91,0.77,1차 비철금속 제조업,NaN
036460,한국가스공사,29700,77543,71878,51923,161.09,142.01,74.83,4.84,2022/12(E),1.0,90.48,0,2.42,0.04,1.49,4.99,연료용 가스 제조 및 배관공급업,"액화천연가스 공급,제조,도매,개발"
015760,한국전력공사,22550,86770,72947,24263,284.79,223.49,7.6,1.83,2022/12(E),NaN,-0.0,0,2.27,-32.12,-6.43,3.27,전기업,"전력자원개발,발전,송전,전력용기자재확보"
047810,한국항공우주,24950,12990,13949,17328,-47.94,-44.09,-30.55,11.73,2022/12(E),1.17,22.88,0,-0.5,0.94,1.29,2.92,"항공기,우주선 및 부품 제조업","정부방산 및 완제기 수출(T-50계열, KUH계열, KT-1계열 등), 기체부품"
003680,한성기업,9110,-1489,-8655,-33897,-116.34,-195.01,-472.09,-33.45,2019/12,NaN,-0.0,1,1.46,-4.88,0.65,NaN,수산물 가공 및 저장 처리업,"냉동식품,햄제품 제조,도매,보관/원양어업"
051600,한전KPS,29450,27124,29752,39008,-7.9,1.02,32.45,13.09,2022/12(E),4.9,56.35,0,0.81,0.68,0.83,0.63,전기 및 통신 공사업,"일반전기공사,발전설비정비공사,점검,수리,엔지니어링"
180640,한진칼,76100,18765,17171,11560,-75.34,-77.44,-84.81,4.39,2022/12(E),0.64,-6.27,0,1.43,0.72,-33.49,1.36,항공 여객 운송업,"지주사업, 경영자문 및 컨설팅"
005110,한창,1250,135,-59,-745,-89.19,-104.76,-159.59,-15.0,2019/12,NaN,-0.0,1,2.18,-2.0,1.38,1.8,기계장비 및 관련 물품 도매업,"소화기, 통신장비 유통"
005440,현대그린푸드,8380,15985,14788,10572,90.75,76.46,26.16,4.77,2022/12(E),1.77,37.43,0,1.22,0.7,1.97,2.07,종합 소매업,"백화점,여행알선,숙박,음식점/부동산 임대"
064350,현대로템,15900,7013,6610,5189,-55.89,-58.43,-67.37,5.45,2022/12(E),NaN,-0.0,0,4.83,0.07,0.72,5.87,철도장비 제조업,"철도차량, 특수중기, 산업기계"
010620,현대미포조선,45500,51374,46372,28755,12.91,1.92,-36.8,3.93,2022/12(E),0.76,26.26,2,-6.3,7.31,-0.78,4.71,선박 및 보트 건조업,"선박수리,선박개조,선박신조"
