code,name,현재가,매수가격,적정가격,매도가격,매수가격예상수익률(%),적정가격예상수익률(%),매도가격예상수익률(%),ROE(%),ROE기준,배당수익률(%),배당성향(%),CF위험(회),CF이익비율-3,CF이익비율-2,CF이익비율-1,CF이익비율0,업종,주요제품
094280,효성 ITX,22200,5381,6301,9538,-75.76,-71.62,-57.04,18.18,2019/12,2.99,57.41,0,0.37,1.81,1.4,2.33,기타 사업지원 서비스업,"컨택센터서비스, Cloud솔루션, CDN, 프로젝터판매"
005870,휴니드테크놀러지스,6040,9758,10928,15048,61.56,80.93,149.14,14.55,2019/12,NaN,0.0,2,-0.57,1.71,-1.42,NaN,통신 및 방송 장비 제조업,"무선통신기기,군납용무전기,위성방송수신기 제조"
079190,EMW,2780,222,-326,-2255,-92.01,-111.71,-181.11,-18.82,2019/12,NaN,0.0,0,-0.68,0.18,4.18,0.04,통신 및 방송 장비 제조업,휴대폰안테나
950170,JTC,5120,4421,2596,-3834,-13.65,-49.3,-174.88,-4.44,2020/02,NaN,-0.0,0,0.12,0.57,2.12,0.77,종합 소매업,"식품류, 생활용품류, 화장품류 (사후면세업)"
036670,KCI,10350,7595,8963,13782,-26.62,-13.4,33.16,18.92,2019/12,1.84,19.74,0,1.51,0.66,0.96,NaN,기타 화학제품 제조업,"폴리머,레진,계면활성제"
044180,KD,1425,1154,482,-1888,-18.99,-66.2,-232.48,-7.31,2019/12,NaN,0.0,1,1.19,0.79,-0.49,0.73,건물 건설업,몰드베이스(Mold Base)
151860,KG ETS,4520,10759,13789,24458,138.04,205.06,441.11,28.81,2019/12,3.31,4.05,0,1.46,1.09,0.62,NaN,폐기물 처리업,"집단에너지(스팀), 산화동, 폐기물 소각"
046440,KG모빌리언스,10350,6745,7449,9932,-34.83,-28.03,-4.04,13.56,2022/12(E),3.26,33.28,1,-0.53,0.93,2.24,1.66,소프트웨어 개발 및 공급업,유무선전화결제서비스
122450,KMH,26200,11584,13035,18143,-55.79,-50.25,-30.75,14.9,2019/12,1.3,10.49,0,0.98,0.73,1.14,1.12,텔레비전 방송업,방송채널사업 및 방송송출서비스
160550,NEW,4145,2103,693,-4274,-49.25,-83.27,-203.1,-8.52,2019/12,NaN,-0.0,0,4.13,-1.67,2.99,0.5,"영화, 비디오물, 방송프로그램 제작 및 배급업",영화 투자 및 배급
950110,SBI핀테크솔루션즈,9000,2883,3601,6129,-67.96,-59.99,-31.9,25.19,2023/03(E),NaN,0.0,2,8.21,1.51,-4.09,-2.79,소프트웨어 개발 및 공급업,전자결제대행 및 핀테크 비스
184230,SGA솔루션즈,1050,-870,-1898,-5520,-182.88,-280.81,-625.71,-88.21,2019/12,NaN,-0.0,1,-1.33,0.07,0.16,21.0,소프트웨어 개발 및 공급업,보안솔루션
063440,SM Life Design,1905,649,322,-831,-65.94,-83.12,-143.62,-6.08,2019/12,NaN,-0.0,0,2.41,-3.0,9.75,0.83,기록매체 복제업,"추첨식복권 제조, 일반출판 인쇄, CD ·DVD 복제"
052300,W홀딩컴퍼니,377,57,-115,-720,-84.97,-130.54,-291.06,-20.04,2019/12,NaN,-0.0,0,2.21,0.64,0.42,inf,기타 운송관련 서비스업,운송
121600,나노신소재,33100,8504,8437,8202,-74.31,-74.51,-75.22,7.57,2019/12,0.72,22.64,0,1.13,0.45,2.33,6.2,기타 화학제품 제조업,"인듐계 산화물 TCO Target, 반도체 CMP Slurry 등"
137940,넥스트아이,1865,574,232,-973,-69.23,-87.57,-152.15,-7.5,2019/12,NaN,-0.0,2,-1.46,0.13,-1.76,-0.47,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","LCD 편광필름 검사장비, BLU 검사장비 등"
041140,넥슨지티,13350,1681,658,-2942,-87.41,-95.07,-122.04,-7.68,2019/12,NaN,0.0,0,0.17,0.62,0.72,2.66,소프트웨어 개발 및 공급업,게임소프트웨어개발 공급
278650,노터스,22550,6376,7028,9325,-71.72,-68.83,-58.65,13.42,2019/12,NaN,0.0,0,0.25,0.58,0.78,0.28,자연과학 및 공학 연구개발업,비임상실험 유효성(약리)평가
069140,누리플랜,6360,2073,926,-3115,-67.41,-85.45,-148.98,-6.87,2019/12,NaN,-0.0,0,0.6,0.83,1.04,0.41,"구조용 금속제품, 탱크 및 증기발생기 제조업","경관조명, 경관시설"
900100,뉴프라이드,717,-248,-676,-2182,-134.64,-194.26,-404.26,-54.1,2019/12,NaN,-0.0,0,1.17,-1.65,5.91,-0.5,자동차 부품 및 내장품 판매업,인터모달 신생 및 재생타이어
039560,다산네트웍스,13350,6093,7229,11229,-54.36,-45.85,-15.89,19.43,2022/12(E),NaN,0.0,1,-90.0,-0.37,145.5,-1.81,통신 및 방송 장비 제조업,네트워크 통신장비
068240,다원시스,22000,6738,5936,3112,-69.37,-73.02,-85.86,3.16,2019/12,0.63,63.29,1,-2.12,2.09,16.78,3.14,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","핵융합 전원장치, 플라즈마 전원장치, 태양광 CVD 전원장치, 산업용 특수정류기"
007720,대명소노시즌,1090,2410,2987,5019,121.08,174.02,360.49,24.23,2019/12,NaN,0.0,0,1.64,6.76,4.18,23.12,상품 종합 도매업,기업소모성자재 구매대행업
036480,대성미생물,16550,9361,9455,9784,-43.44,-42.87,-40.88,8.4,2019/12,0.53,11.33,0,0.85,0.91,0.68,NaN,의약품 제조업,"동물용 의약품, 미생물제재"
005710,대원산업,5650,17620,19185,24696,211.86,239.56,337.1,12.6,2019/12,2.11,6.41,0,1.38,2.16,1.34,3.6,자동차 신품 부품 제조업,자동차시트
060900,대한그린파워,1050,-166,-398,-1217,-115.77,-137.93,-215.95,-67.27,2019/12,NaN,-0.0,0,1.39,0.28,0.95,0.05,기타 화학제품 제조업,바이오 연료 및 혼합물 제조업
090410,덕신하우징,1790,1334,1130,415,-25.49,-36.85,-76.84,2.05,2019/12,NaN,0.0,0,1.89,1.76,2.65,2.29,"구조용 금속제품, 탱크 및 증기발생기 제조업",일체형 데크플레이트 등
139050,데일리블록체인,1365,-31,-274,-1131,-102.24,-120.06,-182.82,-30.64,2019/12,NaN,-0.0,0,0.47,1.6,-2.87,1.74,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","용역서비스(ITS,BIS,ATMS,BRT)"
032960,동일기연,11200,13786,12654,8667,23.09,12.98,-22.61,4.5,2019/12,0.31,5.23,1,0.83,-0.36,5.22,-3.2,전자부품 제조업,EMI
073190,듀오백,2760,1269,501,-2205,-54.04,-81.86,-179.88,-7.64,2019/12,NaN,-0.0,0,0.0,0.55,0.28,1.33,가구 제조업,사무용 및 가정용 의자
043360,디지아이,2365,2865,1209,-4626,21.15,-48.9,-295.59,-7.24,2019/12,NaN,-0.0,0,2.6,-0.13,0.06,NaN,컴퓨터 및 주변장치 제조업,"잉크젯 플로터, 커팅 플로터"
068930,디지털대성,8210,4436,5014,7050,-45.97,-38.93,-14.12,15.24,2020/12(E),3.85,45.32,0,1.18,1.63,1.38,0.42,일반 교습 학원,대성N스쿨 (교육 프랜차이즈)
187220,디티앤씨,6820,4983,2912,-4379,-26.94,-57.3,-164.21,-4.49,2019/12,NaN,-0.0,0,1.32,1.55,27.5,1.71,기타 과학기술 서비스업,전기전자규격 인증서비스
050120,라이브플렉스,633,61,-200,-1121,-90.35,-131.64,-277.05,-21.76,2019/12,NaN,-0.0,0,1.05,1.08,-29.08,4.64,생활용품 도매업,"텐트, 원 ·부자재"
171010,램테크놀러지,6430,2959,3173,3926,-53.98,-50.65,-38.94,11.64,2019/12,NaN,0.0,0,1.58,1.14,0.96,3.55,기초 화학물질 제조업,"AMOLED 마스크 세정액, 반도체 식각액, 반도체 박리액"
141080,레고켐바이오,54500,2410,675,-5436,-95.58,-98.76,-109.97,-9.14,2019/12,NaN,0.0,0,0.84,0.8,2.87,NaN,자연과학 및 공학 연구개발업,신약후보물질 발굴을 통한 License-Out
090360,로보스타,13400,6359,3703,-5648,-52.55,-72.36,-142.15,-4.53,2019/12,NaN,-0.0,1,0.51,-4.27,2.07,-0.35,특수 목적용 기계 제조업,"제조용 로봇, FPD 장비, IT부품 제조장비"
012700,리드코프,6900,15178,16119,19435,119.97,133.61,181.67,11.07,2019/12,2.11,9.8,1,-2.76,0.05,2.81,2.32,기타 전문 도매업,화공약품운반
054180,메디콕스,1785,229,37,-640,-87.17,-97.94,-135.87,-10.48,2019/12,NaN,-0.0,0,-2.5,3.67,-0.6,1.38,선박 및 보트 건조업,XML/SGML 관련 제품 및 솔루션
078160,메디포스트,31150,3097,51,-10678,-90.06,-99.84,-134.28,-11.85,2019/12,NaN,-0.0,0,2.03,-1.05,-0.93,3.75,기초 의약물질 및 생물학적 제제 제조업,제대혈은행
064550,바이오니아,20000,157,-643,-3459,-99.22,-103.21,-117.29,-22.49,2019/12,NaN,-0.0,0,0.62,0.7,0.66,0.84,의료용품 및 기타 의약 관련제품 제조업,"합성유전자,시약및유전자분석장비"
019010,베뉴지,1565,4350,3598,951,177.94,129.91,-39.23,1.41,2019/12,1.78,40.54,0,3.71,3.52,1.28,0.69,종합 소매업,"백화점, 할인점"
177350,베셀,3715,-857,-2812,-9700,-123.06,-175.7,-361.1,-44.15,2019/12,NaN,-0.0,1,1.41,-3.35,1.07,-7.87,특수 목적용 기계 제조업,디스플레이 제조장비
250000,보라티알,11950,7786,7491,6455,-34.85,-37.31,-45.98,6.26,2019/12,1.42,30.43,0,0.7,0.39,0.66,0.35,음·식료품 및 담배 도매업,"유가공품, 소스류, 파스타류"
014470,부방,2730,1942,1115,-1798,-28.88,-59.18,-165.87,-4.69,2019/12,0.78,-12.82,0,-6.45,0.5,-2.1,-5.38,기타 금융업,"수정진동자, 수정발진기, 전기보온밥솥 등"
064480,브리지텍,3665,1810,1100,-1399,-50.62,-69.98,-138.17,-4.03,2019/12,3.28,-37.59,0,0.62,6.0,0.51,NaN,소프트웨어 개발 및 공급업,"컨택센터솔루션,BcN솔루션,ASP서비스사업"
148140,비디아이,11450,1287,988,-66,-88.76,-91.37,-100.58,-0.31,2019/12,NaN,-0.0,2,-2.0,-2.28,2.47,2.56,일반 목적용 기계 제조업,"탈황설비, 전기집진기, 회처리 및 회정제설비"
054090,삼진엘앤디,3415,2726,1995,-580,-20.16,-41.57,-116.98,-1.24,2019/12,3.4,326.09,1,-1.97,1.88,4.74,-0.81,그외 기타 제품 제조업,"몰드프레임, TFT-LCD BLU"
024950,삼천리자전거,9200,3109,942,-6692,-66.21,-89.76,-172.74,-8.86,2019/12,NaN,-0.0,0,15.0,0.48,-0.51,1.37,생활용품 도매업,자전거
017480,삼현철강,4085,8609,7942,5594,110.74,94.42,36.93,4.67,2019/12,3.79,35.97,1,-0.57,0.86,0.92,NaN,1차 철강 제조업,"후판,열연후판,산세판박,무늬강판,용단철강,형강외"
089980,상아프론테크,42200,11201,12748,18197,-73.46,-69.79,-56.88,15.78,2022/12(E),1.05,19.68,0,2.33,0.53,0.23,3.82,플라스틱제품 제조업,"LCD 부품, 사무기기 부품, PCB 부품, 2차전지 부품"
079650,서산,2500,2556,1826,-742,2.23,-26.94,-129.69,-1.67,2019/12,NaN,-0.0,0,0.95,-1.64,0.31,-0.8,"시멘트, 석회, 플라스터 및 그 제품 제조업","레미콘,전주,고강도파일,흄관"
122690,서진오토모티브,2960,1327,-947,-8956,-55.17,-131.99,-402.58,-16.33,2019/12,NaN,-0.0,0,-8.71,-3.05,8.79,-5.58,자동차 신품 부품 제조업,"Clutch,Flywheel,Driveplate,Bearing,ATparts"
045300,성우테크론,5290,5568,5734,6319,5.26,8.4,19.45,9.37,2019/12,0.93,8.11,0,1.22,1.08,0.0,2.19,전자부품 제조업,"리드프레임가공, 반도체 장비"
100700,세운메디칼,5240,2330,2447,2861,-55.54,-53.29,-45.39,10.44,2019/12,1.55,23.15,0,0.66,0.68,0.8,1.11,의료용품 및 기타 의약 관련제품 제조업,"의료용구(체액배출기,도뇨관) 제조,도매,수출입"
036630,세종텔레콤,436,439,350,37,0.76,-19.65,-91.51,0.53,2019/12,NaN,0.0,0,10.65,-8.0,0.38,360.0,전기 통신업,WLL/GPS/위성DMB/VoIP 단말기
043100,솔고바이오,392,-286,-927,-3186,-172.96,-336.53,-912.64,-44.62,2019/12,NaN,-0.0,0,1.36,0.62,1.14,inf,의료용 기기 제조업,"가정용 온열치료기,의료기구"
035610,솔본,4300,4316,3703,1545,0.38,-13.87,-64.07,2.39,2019/12,NaN,0.0,0,1.58,0.37,45.67,22.0,회사 본부 및 경영 컨설팅 서비스업,인터넷전화 서비스 및 00770 국제전화서비스
050960,수산아이앤티,10150,9971,8992,5544,-1.76,-11.41,-45.38,3.9,2019/12,1.01,17.44,0,1.0,1.93,1.93,0.8,소프트웨어 개발 및 공급업,"공유단말접속관리서비스, 보안솔루션 등"
058530,슈펙스비앤피,162,-149,-598,-2178,-192.04,-468.99,-1444.42,-38.62,2019/12,NaN,-0.0,0,1.38,0.06,1.59,3.19,생활용품 도매업,"PCB생산 장비 제조(로더, 언로더, 레이업시스템 등)"
192440,슈피겐코리아,67000,58217,66375,95108,-13.11,-0.93,41.95,15.92,2022/12(E),2.55,20.03,0,0.74,0.77,0.74,0.52,그외 기타 제품 제조업,"핸드폰 케이스, 액정보호필름"
131100,스카이이앤엠,2290,-435,-1027,-3109,-119.02,-144.84,-235.78,-70.37,2020/06,NaN,-0.0,1,-20.6,1.11,0.48,0.44,상품 종합 도매업,"이차전지 전해액 소재, LCD 공정용 에천트 소재"
020710,시공테크,4925,5978,6411,7937,21.38,30.18,61.16,11.65,2019/12,1.67,10.46,0,1.38,1.96,1.82,5.06,전문디자인업,"박물관, 전시관, 엑스포, 특수영상"
033170,시그네틱스,788,609,-157,-2854,-22.68,-119.88,-462.22,-13.91,2019/12,NaN,-0.0,0,14.86,-2.54,-0.66,0.01,반도체 제조업,반도체 패키징
131090,시큐브,1645,934,1046,1439,-43.24,-36.44,-12.49,14.54,2019/12,0.65,7.75,0,1.68,1.17,1.27,1.11,소프트웨어 개발 및 공급업,"시스템보안관리솔루션, 정보유출방지솔루션"
290520,신도기연,20150,11077,14988,28762,-45.03,-25.62,42.74,38.79,2019/12,NaN,0.0,0,0.67,0.35,0.88,17.75,특수 목적용 기계 제조업,"OLED용 후공정장비(라미네이터, 오토클레이브 등)"
108320,실리콘웍스,49350,35661,40648,58212,-27.74,-17.63,17.96,15.9,2022/12(E),2.09,35.02,0,0.71,0.49,0.44,1.97,반도체 제조업,"LDI, T-Con, PMIC, EPD-IC 등"
222420,쎄노텍,2065,562,331,-482,-72.77,-83.95,-123.33,-4.4,2019/12,NaN,-0.0,0,0.07,-0.38,-9.0,NaN,기타 비금속 광물제품 제조업,세라믹 비드
136510,쎄미시스코,8100,848,-1955,-11829,-89.53,-124.14,-246.04,-20.51,2019/12,NaN,-0.0,0,0.58,2.86,1.1,0.74,특수 목적용 기계 제조업,"EGIS(유리기판 검사장비), Smart-EPD 및 Smart-HMS(플라즈마 검사장비)"
099320,쎄트렉아이,28250,11596,13717,21186,-58.95,-51.45,-25.01,19.14,2022/12(E),1.08,21.34,0,2.06,0.04,3.52,0.5,"항공기,우주선 및 부품 제조업","소형인공위성,지상시스템"
225330,씨엠에스에듀,6000,2452,2735,3729,-59.13,-54.42,-37.85,14.24,2019/12,8.02,129.57,0,1.28,1.61,2.49,1.94,일반 교습 학원,융합사고력 프로그램
101240,씨큐브,7550,5867,6266,7671,-22.3,-17.01,1.61,11.4,2019/12,2.03,29.01,0,1.06,1.12,0.75,NaN,기초 화학물질 제조업,진주광택안료
036010,아비코전자,7230,8522,9138,11307,17.87,26.39,56.39,11.64,2022/12(E),1.34,-18.37,0,0.46,1.47,-2.61,140.0,전자부품 제조업,"전자저항기, 전자인덕터"
332370,아이디피,8520,4532,5301,8009,-46.8,-37.78,-6.0,18.09,2019/12,NaN,0.0,0,1.04,0.8,0.4,NaN,컴퓨터 및 주변장치 제조업,"카드인쇄용 프린터, 카드인쇄용 리본"
090740,아이엠이연이,4920,4547,4680,5148,-7.58,-4.88,4.63,9.34,2019/12,0.77,12.53,0,-0.87,1.59,1.53,6.33,전자부품 제조업,"LCD,PDP및단말기용PBA"
013310,아진산업,3065,4492,3889,1765,46.57,26.89,-42.42,2.64,2019/12,NaN,0.0,0,1.65,10.91,2.22,8.47,자동차 신품 부품 제조업,자동차 차체 부품
067160,아프리카TV,59100,15724,19773,34032,-73.39,-66.54,-42.42,26.09,2022/12(E),0.8,18.39,0,1.16,1.43,1.66,1.28,소프트웨어 개발 및 공급업,미디어플랫폼
085810,알티캐스트,2490,-730,-3485,-13187,-129.32,-239.95,-629.58,-35.68,2019/12,NaN,-0.0,0,1.16,1.98,0.1,-1.71,소프트웨어 개발 및 공급업,"디지털 방송용 소프트웨어(셋톱박스용 미들웨어 등), CAS(수신제한시스템)"
196300,애니젠,15200,-817,-3682,-13771,-105.37,-124.22,-190.6,-36.52,2019/12,NaN,-0.0,0,4.0,0.38,0.16,NaN,기초 의약물질 및 생물학적 제제 제조업,펩타이드 바이오소재 및 아미노산 펩타이드 신약
205500,액션스퀘어,1700,-583,-1389,-4228,-134.28,-181.7,-348.73,-68.61,2019/12,NaN,-0.0,0,0.14,1.22,1.18,2.5,소프트웨어 개발 및 공급업,모바일게임
238090,앤디포스,7510,1453,1029,-463,-80.65,-86.3,-106.17,-1.82,2019/12,NaN,-0.0,0,0.55,0.75,3.11,1.44,플라스틱제품 제조업,"TSP용 양면 테이프, 윈도우 필름"
174900,앱클론,29150,2436,2514,2791,-91.64,-91.37,-90.43,9.49,2019/12,NaN,0.0,1,0.73,-1.85,-0.09,NaN,의료용품 및 기타 의약 관련제품 제조업,항체의약품
103230,에스앤더블류,2730,2344,31,-8112,-14.15,-98.85,-397.16,-11.88,2019/12,NaN,-0.0,0,0.35,0.43,1.09,NaN,일반 목적용 기계 제조업,"디젤엔진부품, 산업부품, 단조품"
109610,에스와이,4020,1459,668,-2118,-63.71,-83.38,-152.7,-6.69,2019/12,NaN,-0.0,1,0.03,-0.66,-0.73,3.34,"구조용 금속제품, 탱크 및 증기발생기 제조업",샌드위치 패널
234300,에스트래픽,5410,28,-1068,-4926,-99.49,-119.74,-191.06,-26.33,2019/12,NaN,-0.0,0,0.88,1.09,-3.0,0.76,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","교통관련 솔루션 개발, 시스템통합 S/W 개발"
288620,에스퓨얼셀,36400,5070,4693,3365,-86.07,-87.11,-90.76,4.79,2019/12,0.29,19.31,2,-0.39,1.0,-8.95,NaN,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","건물용 연료전지, 발전용 연료전지"
054630,에이디칩스,1065,-338,-1047,-3546,-131.74,-198.34,-432.93,-46.5,2019/12,NaN,-0.0,0,-0.0,1.21,1.52,NaN,그외 기타 제품 제조업,비메모리 반도체칩
003800,에이스침대,41550,44532,46253,52314,7.18,11.32,25.91,9.82,2019/12,3.15,27.59,0,0.89,1.05,0.93,1.2,가구 제조업,침대
241840,에이스토리,13500,3192,2477,-41,-76.35,-81.65,-100.3,-0.08,2019/12,NaN,-0.0,0,1.04,0.5,7.18,NaN,"영화, 비디오물, 방송프로그램 제작 및 배급업",방송프로그램 제작
072990,에이치시티,12250,8204,8978,11707,-33.03,-26.71,-4.44,12.94,2019/12,0.3,3.39,0,11.75,1.56,1.57,1.31,기타 과학기술 서비스업,기술검사서비스
224110,에이텍티앤,19400,8462,7939,6097,-56.38,-59.08,-68.57,5.28,2019/12,NaN,0.0,1,5.11,1.12,4.27,-4.0,통신 및 방송 장비 제조업,교통카드단말기
205100,엑셈,4100,1927,1904,1824,-53.01,-53.56,-55.51,7.39,2019/12,NaN,0.0,0,1.19,1.56,1.21,1.27,소프트웨어 개발 및 공급업,"DB, E2E 성능관리 SW"
070300,엑스큐어,4810,2492,1987,208,-48.19,-58.69,-95.67,0.52,2019/12,NaN,0.0,0,-0.79,0.93,1.0,NaN,소프트웨어 개발 및 공급업,"USIM카드, 금융카드"
067570,엔브이에이치코리아,4180,3687,2878,30,-11.8,-31.15,-99.28,0.05,2019/12,1.8,15.06,0,1.88,7.53,0.65,2.93,자동차 신품 부품 제조업,"헤드라이너, NVH부품"
183490,엔지켐생명과학,100300,-235,-7126,-31399,-100.23,-107.11,-131.3,-27.9,2019/12,NaN,-0.0,0,0.96,0.94,0.92,0.79,기초 의약물질 및 생물학적 제제 제조업,"EC-18(신약), 원료의약품"
182400,엔케이맥스,13100,-742,-3677,-14015,-105.67,-128.07,-206.98,-35.18,2020/12(E),NaN,-0.0,0,0.96,0.87,0.76,0.79,기초 의약물질 및 생물학적 제제 제조업,"연구용 시약, NK Vue® KIT, SuperNK"
069410,엔텔스,8690,5234,4581,2280,-39.77,-47.29,-73.76,2.96,2019/12,NaN,0.0,2,-2.22,-0.59,0.11,-24.5,소프트웨어 개발 및 공급업,운용지원솔루션
096870,엘디티,3240,710,130,-1916,-78.07,-96.0,-159.15,-10.25,2019/12,NaN,-0.0,0,1.4,3.0,-0.08,NaN,반도체 제조업,"OLED구동IC,LED구동IC,LCD구동IC"
037950,엘컴텍,1505,716,595,167,-52.42,-60.48,-88.9,1.51,2019/12,2.19,269.23,0,1.05,4.9,1.97,1.31,전자부품 제조업,"BLU(Back Light Unit), CCM(Compact Camera Module), Display용 EL"
